ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
95.923256,-659.472412,-359.712219,435.555542,24.444445,-365.000000,-139.096954,-23.031153,241.582077,203
23.980814,-599.520386,-431.654663,426.666656,13.333333,-367.500000,-174.658737,-50.192509,248.932449,204
23.980814,-575.539551,-443.645050,426.666656,4.444445,-380.000000,-222.961151,-86.874344,255.162766,205
-23.980814,-479.616272,-551.558716,417.777771,-8.888889,-387.500000,-280.574036,-129.226456,256.912842,206
-95.923256,-527.577942,-467.625885,411.111115,-22.222221,-402.500000,-345.117249,-180.469025,251.942596,207
-311.750580,-599.520386,-335.731415,404.444458,-31.111111,-415.000000,-409.450470,-238.921951,238.151917,208
-383.693024,-635.491577,-251.798553,377.777771,-57.777779,-447.500000,-465.593292,-269.933502,218.340912,209
-527.577942,-695.443604,0.000000,357.777771,-80.000000,-457.500000,-487.714386,-330.696533,208.820450,210
-551.558716,-659.472412,119.904068,340.000000,-97.777779,-482.500000,-516.765869,-369.618500,191.879593,211
-647.481995,-671.462830,311.750580,317.777771,-117.777779,-485.000000,-525.096252,-391.599579,175.078751,212
-743.405273,-719.424438,419.664246,300.000000,-131.111115,-500.000000,-518.515930,-399.439972,159.817993,213
-863.309326,-839.328491,551.558716,271.111115,-155.555557,-507.500000,-497.444885,-400.840057,149.807495,214
-827.338074,-827.338074,683.453186,257.777771,-164.444443,-522.500000,-459.012970,-397.199860,148.057404,215
-743.405273,-791.366882,839.328491,235.555557,-182.222229,-525.000000,-400.280029,-377.388885,151.067551,216
-767.386047,-779.376465,815.347656,220.000000,-200.000000,-527.500000,-332.446625,-338.536926,155.127762,217
-887.290100,-719.424438,863.309326,188.888885,-226.666672,-527.500000,-267.483368,-287.854401,156.667831,218
-935.251770,-731.414856,839.328491,180.000000,-240.000000,-535.000000,-215.750793,-233.251663,158.557922,219
-1103.117432,-839.328491,671.462830,171.111115,-251.111115,-530.000000,-185.859299,-170.038498,151.487579,220
-1091.127075,-839.328491,575.539551,164.444443,-253.333328,-537.500000,-169.898499,-128.386414,137.976898,221
-1175.059937,-767.386047,239.808136,148.888885,-266.666656,-530.000000,-166.188309,-118.375923,130.906540,222
-1103.117432,-719.424438,203.836914,144.444443,-266.666656,-537.500000,-162.688141,-113.825691,117.045853,223
-959.232544,-599.520386,119.904068,133.333328,-275.555542,-532.500000,-164.928253,-122.016106,106.755341,224
-947.242188,-551.558716,167.865707,124.444443,-277.777771,-530.000000,-177.528885,-139.866989,100.945045,225
-815.347656,-551.558716,143.884888,100.000000,-297.777771,-527.500000,-202.380127,-160.378021,92.964653,226
-755.395630,-455.635468,179.856110,93.333336,-302.222229,-530.000000,-237.241867,-184.949249,85.684288,227
-575.539551,-287.769775,191.846512,73.333336,-317.777771,-522.500000,-274.833740,-210.430527,79.103958,228
-539.568298,-323.740997,263.788971,62.222221,-322.222229,-525.000000,-308.295410,-233.391678,76.373817,229
-959.232544,-263.788971,1007.194214,48.888889,-337.777771,-517.500000,-310.885559,-234.021698,57.122856,230
-431.654663,-275.779358,395.683441,35.555557,-344.444458,-515.000000,-332.236603,-259.852997,53.622681,231
-287.769775,-71.942444,359.712219,17.777779,-357.777771,-502.500000,-349.177460,-276.653839,55.022751,232
-263.788971,-47.961628,443.645050,4.444445,-368.888885,-497.500000,-371.088562,-297.444885,60.273014,233
-359.712219,-95.923256,527.577942,-11.111111,-377.777771,-492.500000,-382.359131,-304.585236,63.353168,234
-419.664246,-83.932854,539.568298,-46.666668,-397.777771,-472.500000,-398.599945,-304.235229,61.603081,235
-599.520386,-167.865707,503.597107,-66.666664,-415.555542,-457.500000,-402.870148,-299.614990,50.122505,236
-719.424438,-179.856110,503.597107,-75.555557,-420.000000,-450.000000,-394.259705,-300.945038,35.491776,237
-959.232544,-263.788971,551.558716,-93.333336,-435.555542,-437.500000,-376.268829,-297.024841,17.640882,238
-983.213379,-299.760193,503.597107,-97.777779,-440.000000,-422.500000,-353.867706,-286.524323,-1.610080,239
-1151.079102,-287.769775,431.654663,-113.333336,-451.111115,-417.500000,-322.716125,-263.283173,-26.671333,240
-1091.127075,-263.788971,419.664246,-117.777779,-457.777771,-407.500000,-310.465515,-250.612534,-48.722435,241
-1127.098267,-215.827332,407.673828,-126.666664,-464.444458,-395.000000,-298.704926,-241.092056,-74.203712,242
-1007.194214,-203.836914,227.817734,-133.333328,-480.000000,-375.000000,-287.574371,-238.011902,-99.124954,243
-935.251770,-71.942444,191.846512,-142.222229,-493.333344,-352.500000,-268.673431,-241.862091,-120.126007,244
-815.347656,0.000000,215.827332,-142.222229,-493.333344,-347.500000,-256.562836,-254.112701,-132.726639,245
-647.481995,167.865707,311.750580,-144.444443,-506.666656,-330.000000,-255.722794,-260.063019,-140.637039,246
-599.520386,203.836914,467.625885,-142.222229,-511.111115,-320.000000,-261.743103,-272.663635,-143.017151,247
-575.539551,239.808136,575.539551,-146.666672,-526.666687,-300.000000,-284.144196,-285.194275,-144.977249,248
-455.635468,299.760193,647.481995,-144.444443,-522.222229,-295.000000,-303.885193,-290.374512,-148.127411,249
-311.750580,455.635468,695.443604,-146.666672,-533.333313,-280.000000,-316.765839,-286.804352,-153.867691,250
-227.817734,479.616272,671.462830,-144.444443,-537.777771,-262.500000,-319.776001,-277.703888,-160.098007,251
-23.980814,647.481995,671.462830,-148.888885,-553.333313,-235.000000,-316.065796,-264.053192,-161.778091,252
-167.865707,719.424438,611.510742,-142.222229,-555.555542,-227.500000,-308.995453,-247.742386,-158.837936,253
143.884888,791.366882,551.558716,-146.666672,-562.222229,-207.500000,-302.905151,-232.901642,-153.027649,254
131.894485,779.376465,515.587524,-135.555557,-562.222229,-202.500000,-298.704926,-226.531326,-144.837250,255
47.961628,815.347656,431.654663,-140.000000,-571.111084,-185.000000,-297.864899,-227.651382,-137.556885,256
0.000000,791.366882,371.702637,-140.000000,-566.666687,-175.000000,-300.665039,-234.721741,-132.936646,257
-191.846512,767.386047,311.750580,-137.777771,-568.888916,-155.000000,-306.335327,-245.012253,-130.066498,258
-191.846512,719.424438,287.769775,-135.555557,-573.333313,-150.000000,-311.305573,-250.402527,-129.576477,259
-287.769775,743.405273,215.827332,-131.111115,-577.777771,-115.000000,-321.526093,-260.413025,-131.606583,260
-251.798553,767.386047,263.788971,-126.666664,-580.000000,-107.500000,-328.876434,-266.503326,-135.596786,261
