ACC_X,ACC_Y,ACC_Z,MAG_X,MAG_Y,MAG_Z, GYRO_Y,GYRO_X,GYRO_Z,COUNT
-1582.733765,-431.654663,1870.503540,40.000000,-420.000000,-480.000000,-415.400787,-82.744141,430.381531,219
-1546.762573,-395.683441,1894.484375,17.777779,-420.000000,-475.000000,-417.220856,-53.202660,410.080505,220
-1462.829712,-215.827332,1678.656982,-31.111111,-417.777771,-477.500000,-409.660492,-11.550578,398.599945,221
-1366.906372,-179.856110,1606.714600,-62.222221,-413.333344,-467.500000,-396.359833,41.722088,397.059845,222
-1103.117432,-143.884888,1438.848877,-82.222221,-397.777771,-472.500000,-385.299255,84.214211,398.249908,223
-1019.184631,-11.990407,1390.887207,-111.111115,-400.000000,-465.000000,-381.729095,108.435425,402.240112,224
-935.251770,191.846512,1270.983154,-126.666664,-382.222229,-465.000000,-383.269165,132.446625,404.970245,225
-935.251770,227.817734,1247.002319,-153.333328,-375.555542,-457.500000,-392.509644,157.087860,402.170105,226
-1294.963989,287.769775,1175.059937,-175.555557,-360.000000,-460.000000,-408.610443,175.008759,394.889740,227
-1570.743286,275.779358,1139.088623,-200.000000,-346.666656,-452.500000,-432.061615,187.609375,380.819031,228
-2350.119873,263.788971,1390.887207,-240.000000,-313.333344,-445.000000,-452.082611,206.580338,358.627930,229
-2745.803223,227.817734,1522.781738,-262.222229,-306.666656,-430.000000,-456.912842,221.001053,334.406738,230
-3669.064697,0.000000,1534.772095,-280.000000,-284.444458,-427.500000,-451.942596,264.473236,318.865936,231
-3681.054932,47.961628,1378.896851,-300.000000,-277.777771,-412.500000,-413.020660,308.435425,274.413727,232
-4244.604004,239.808136,959.232544,-311.111115,-251.111115,-410.000000,-360.378021,365.558289,230.171509,233
-4400.479492,467.625885,563.549133,-322.222229,-240.000000,-402.500000,-295.694794,450.402527,182.849152,234
-4436.450684,695.443604,-455.635468,-333.333344,-211.111115,-407.500000,-239.551987,525.586304,151.977600,235
-4256.594727,767.386047,-911.270935,-340.000000,-197.777771,-397.500000,-200.840042,561.498108,131.326569,236
-3812.949463,743.405273,-1678.656982,-351.111115,-175.555557,-395.000000,-166.188309,555.897827,112.775642,237
-3573.141357,731.414856,-1750.599487,-357.777771,-146.666672,-390.000000,-137.136856,521.316101,92.404625,238
-3141.486572,647.481995,-1846.522705,-360.000000,-126.666664,-390.000000,-125.026253,472.663635,61.953098,239
-2997.601807,551.558716,-1738.609009,-371.111115,-117.777779,-382.500000,-137.066849,420.091003,21.701086,240
